Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output,Risk Factor
"10736","","","None","192.168.8.100","tcp","445","DCE Services Enumeration","A DCE/RPC service is running on the remote host.","By sending a Lookup request to the portmapper (TCP 135 or epmapper
PIPE) it was possible to enumerate the Distributed Computing
Environment (DCE) services running on the remote port. Using this
information it is possible to connect and bind to each service by
sending an RPC request to the remote port/pipe.","n/a","","
The following DCERPC services are available remotely :

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 650a7e26-eab8-5533-ce43-9c1dfce11511, version 1.0
Description : Unknown RPC service
Annotation : Vpn APIs
Type : Remote RPC service
Named pipe : \PIPE\ROUTER
Netbios name : \\007A

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 7f1343fe-50a9-4927-a778-0c5859517bac, version 1.0
Description : Unknown RPC service
Annotation : DfsDs service
Type : Remote RPC service
Named pipe : \PIPE\wkssvc
Netbios name : \\007A

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : f6beaff7-1e19-4fbb-9f8f-b89e2018337c, version 1.0
Description : Unknown RPC service
Annotation : Windows Event Log
Type : Remote RPC service
Named pipe : \pipe\eventlog
Netbios name : \\007A

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 1ff70682-0a51-30e8-076d-740be8cee98b, version 1.0
Description : Scheduler Service
Windows process : svchost.exe
Type : Remote RPC service
Named pipe : \PIPE\atsvc
Netbios name : \\007A

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 378e52b0-c0a9-11cf-822d-00aa0051e40f, version 1.0
Description : Scheduler Service
Windows process : svchost.exe
Type : Remote RPC service
Named pipe : \PIPE\atsvc
Netbios name : \\007A

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 33d84484-3626-47ee-8c6f-e7e98b113be1, version 2.0
Description : Unknown RPC service
Type : Remote RPC service
Named pipe : \PIPE\atsvc
Netbios name : \\007A

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 86d35949-83c9-4044-b424-db363231fd0c, version 1.0
Description : Unknown RPC service
Type : Remote RPC service
Named pipe : \PIPE\atsvc
Netbios name : \\007A

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 3a9ef155-691d-4449-8d05-09ad57031823, version 1.0
Description : Unknown RPC service
Type : Remote RPC service
Named pipe : \PIPE\atsvc
Netbios name : \\007A

Object UUID : b08669ee-8cb5-43a5-a017-84fe00000000
UUID : 76f226c3-ec14-4325-8a99-6a46348418af, version 1.0
Description : Unknown RPC service
Type : Remote RPC service
Named pipe : \PIPE\InitShutdown
Netbios name : \\007A

Object UUID : 765294ba-60bc-48b8-92e9-89fd77769d91
UUID : d95afe70-a6d5-4259-822e-2c84da1ddb0d, version 1.0
Description : Unknown RPC service
Type : Remote RPC service
Named pipe : \PIPE\InitShutdown
Netbios name : \\007A

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 12345778-1234-abcd-ef00-0123456789ac, version 1.0
Description : Security Account Manager
Windows process : lsass.exe
Type : Remote RPC service
Named pipe : \pipe\lsass
Netbios name : \\007A

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : b25a52bf-e5dd-4f4a-aea6-8ca7272a0e86, version 2.0
Description : Unknown RPC service
Annotation : KeyIso
Type : Remote RPC service
Named pipe : \pipe\lsass
Netbios name : \\007A

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 8fb74744-b2ff-4c00-be0d-9ef9a191fe1b, version 1.0
Description : Unknown RPC service
Annotation : Ngc Pop Key Service
Type : Remote RPC service
Named pipe : \pipe\lsass
Netbios name : \\007A

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 51a227ae-825b-41f2-b4a9-1ac9557a1018, version 1.0
Description : Unknown RPC service
Annotation : Ngc Pop Key Service
Type : Remote RPC service
Named pipe : \pipe\lsass
Netbios name : \\007A

","None"
"10736","","","None","192.168.8.100","tcp","49664","DCE Services Enumeration","A DCE/RPC service is running on the remote host.","By sending a Lookup request to the portmapper (TCP 135 or epmapper
PIPE) it was possible to enumerate the Distributed Computing
Environment (DCE) services running on the remote port. Using this
information it is possible to connect and bind to each service by
sending an RPC request to the remote port/pipe.","n/a","","
The following DCERPC services are available on TCP port 49664 :

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 51a227ae-825b-41f2-b4a9-1ac9557a1018, version 1.0
Description : Unknown RPC service
Annotation : Ngc Pop Key Service
Type : Remote RPC service
TCP Port : 49664
IP : 192.168.8.100

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 12345778-1234-abcd-ef00-0123456789ac, version 1.0
Description : Security Account Manager
Windows process : lsass.exe
Type : Remote RPC service
TCP Port : 49664
IP : 192.168.8.100

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : b25a52bf-e5dd-4f4a-aea6-8ca7272a0e86, version 2.0
Description : Unknown RPC service
Annotation : KeyIso
Type : Remote RPC service
TCP Port : 49664
IP : 192.168.8.100

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 8fb74744-b2ff-4c00-be0d-9ef9a191fe1b, version 1.0
Description : Unknown RPC service
Annotation : Ngc Pop Key Service
Type : Remote RPC service
TCP Port : 49664
IP : 192.168.8.100

","None"
"10736","","","None","192.168.8.100","tcp","49665","DCE Services Enumeration","A DCE/RPC service is running on the remote host.","By sending a Lookup request to the portmapper (TCP 135 or epmapper
PIPE) it was possible to enumerate the Distributed Computing
Environment (DCE) services running on the remote port. Using this
information it is possible to connect and bind to each service by
sending an RPC request to the remote port/pipe.","n/a","","
The following DCERPC services are available on TCP port 49665 :

Object UUID : 765294ba-60bc-48b8-92e9-89fd77769d91
UUID : d95afe70-a6d5-4259-822e-2c84da1ddb0d, version 1.0
Description : Unknown RPC service
Type : Remote RPC service
TCP Port : 49665
IP : 192.168.8.100

","None"
"10736","","","None","192.168.8.100","tcp","49666","DCE Services Enumeration","A DCE/RPC service is running on the remote host.","By sending a Lookup request to the portmapper (TCP 135 or epmapper
PIPE) it was possible to enumerate the Distributed Computing
Environment (DCE) services running on the remote port. Using this
information it is possible to connect and bind to each service by
sending an RPC request to the remote port/pipe.","n/a","","
The following DCERPC services are available on TCP port 49666 :

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 86d35949-83c9-4044-b424-db363231fd0c, version 1.0
Description : Unknown RPC service
Type : Remote RPC service
TCP Port : 49666
IP : 192.168.8.100

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 3a9ef155-691d-4449-8d05-09ad57031823, version 1.0
Description : Unknown RPC service
Type : Remote RPC service
TCP Port : 49666
IP : 192.168.8.100

","None"
"10736","","","None","192.168.8.100","tcp","49667","DCE Services Enumeration","A DCE/RPC service is running on the remote host.","By sending a Lookup request to the portmapper (TCP 135 or epmapper
PIPE) it was possible to enumerate the Distributed Computing
Environment (DCE) services running on the remote port. Using this
information it is possible to connect and bind to each service by
sending an RPC request to the remote port/pipe.","n/a","","
The following DCERPC services are available on TCP port 49667 :

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : f6beaff7-1e19-4fbb-9f8f-b89e2018337c, version 1.0
Description : Unknown RPC service
Annotation : Windows Event Log
Type : Remote RPC service
TCP Port : 49667
IP : 192.168.8.100

","None"
"10736","","","None","192.168.8.100","tcp","49668","DCE Services Enumeration","A DCE/RPC service is running on the remote host.","By sending a Lookup request to the portmapper (TCP 135 or epmapper
PIPE) it was possible to enumerate the Distributed Computing
Environment (DCE) services running on the remote port. Using this
information it is possible to connect and bind to each service by
sending an RPC request to the remote port/pipe.","n/a","","
The following DCERPC services are available on TCP port 49668 :

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 12345678-1234-abcd-ef00-0123456789ab, version 1.0
Description : IPsec Services (Windows XP & 2003)
Windows process : lsass.exe
Type : Remote RPC service
TCP Port : 49668
IP : 192.168.8.100

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 0b6edbfa-4a24-4fc6-8a23-942b1eca65d1, version 1.0
Description : Unknown RPC service
Type : Remote RPC service
TCP Port : 49668
IP : 192.168.8.100

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : ae33069b-a2a8-46ee-a235-ddfd339be281, version 1.0
Description : Unknown RPC service
Type : Remote RPC service
TCP Port : 49668
IP : 192.168.8.100

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 4a452661-8290-4b36-8fbe-7f4093a94978, version 1.0
Description : Unknown RPC service
Type : Remote RPC service
TCP Port : 49668
IP : 192.168.8.100

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 76f03f96-cdfd-44fc-a22c-64950a001209, version 1.0
Description : Unknown RPC service
Type : Remote RPC service
TCP Port : 49668
IP : 192.168.8.100

","None"
"10736","","","None","192.168.8.100","tcp","49724","DCE Services Enumeration","A DCE/RPC service is running on the remote host.","By sending a Lookup request to the portmapper (TCP 135 or epmapper
PIPE) it was possible to enumerate the Distributed Computing
Environment (DCE) services running on the remote port. Using this
information it is possible to connect and bind to each service by
sending an RPC request to the remote port/pipe.","n/a","","
The following DCERPC services are available on TCP port 49724 :

Object UUID : 00000000-0000-0000-0000-000000000000
UUID : 367abb81-9844-35f1-ad32-98f038001003, version 2.0
Description : Service Control Manager
Windows process : svchost.exe
Type : Remote RPC service
TCP Port : 49724
IP : 192.168.8.100

","None"
"10785","","","None","192.168.8.100","tcp","445","Microsoft Windows SMB NativeLanManager Remote System Information Disclosure","It was possible to obtain information about the remote operating
system.","Nessus was able to obtain the remote operating system name and version
(Windows and/or Samba) by sending an authentication request to port
139 or 445. Note that this plugin requires SMB to be enabled on the
host.","n/a","","Nessus was able to obtain the following information about the host, by 
parsing the SMB2 Protocol's NTLM SSP message:

	Target Name: 007A
	NetBIOS Domain Name: 007A
	NetBIOS Computer Name: 007A
	DNS Domain Name: 007A
	DNS Computer Name: 007A
	DNS Tree Name: unknown
	Product Version: 10.0.26100
","None"
"10863","","","None","192.168.8.100","tcp","8834","SSL Certificate Information","This plugin displays the SSL certificate.","This plugin connects to every SSL-related port and attempts to 
extract and dump the X.509 certificate.","n/a","","Subject Name: 

Organization: Nessus Users United
Organization Unit: Nessus Server
Locality: New York
Country: US
State/Province: NY
Common Name: 007A

Issuer Name: 

Organization: Nessus Users United
Organization Unit: Nessus Certification Authority
Locality: New York
Country: US
State/Province: NY
Common Name: Nessus Certification Authority

Serial Number: 0F BE 

Version: 3

Signature Algorithm: SHA-256 With RSA Encryption

Not Valid Before: Oct 29 09:00:47 2025 GMT
Not Valid After: Oct 28 09:00:47 2029 GMT

Public Key Info: 

Algorithm: RSA Encryption
Key Length: 2048 bits
Public Key: 00 B5 76 FA 8E EF 06 F8 91 78 6F 98 40 8A 13 22 CE 74 C1 42 
            98 4E 2C 4F FA 81 EE 34 6F 23 F9 14 2A 58 11 DE D5 85 92 DE 
            82 41 73 26 BE 09 F5 E7 2D 24 A6 17 29 AC 3A 2E 2A 8B 33 CB 
            77 E3 19 75 D3 6C 05 31 F0 08 DA F5 01 25 1A E6 73 F5 32 55 
            D1 F8 26 DF 78 DB CB 9C 2B B6 1B 6A 50 4F 8F 74 7F EB 6C 86 
            F8 05 27 30 37 78 A6 C0 A9 17 45 F8 8D 3D D2 26 7D 95 73 FA 
            C4 49 87 A6 B0 46 4B 37 50 1A 54 C6 0E FC 37 A8 92 15 EA 38 
            91 95 23 9C CA 47 C8 06 53 07 5F 7A 5F 3D 76 47 43 85 3D B4 
            F3 AA 56 29 E4 2B 9C 48 13 86 52 09 03 81 B3 89 88 D0 D0 27 
            B7 18 B7 BC C4 31 52 7E B5 3C F2 CE 59 A4 77 6C 8B 67 BC D6 
            86 C6 F0 CC 23 66 73 17 9E 31 E3 3C 9A 42 90 92 D5 D3 62 60 
            E9 B6 5D F7 29 DB C6 19 F6 14 9D 97 D1 96 69 1E E6 FB C0 DA 
            DB 46 F8 A2 52 77 7A D4 80 32 93 76 DC 88 F8 66 B5 
Exponent: 01 00 01 

Signature Length: 256 bytes / 2048 bits
Signature: 00 0E D9 9E 32 D8 A4 BB 34 15 DF 46 8A 70 46 DE E8 A4 17 C7 
           4F FA BF E5 67 45 44 AB 10 B5 E0 C3 6A 0C 98 81 F4 2B BC AD 
           1A 4B 5E 21 21 2C 2E FE B7 44 8D E1 97 03 12 0E D4 A8 32 20 
           F6 FB 96 CD 8F 04 7D F1 DA AB DE 01 D0 05 B7 1D B6 71 7F 15 
           C3 76 AA 1A 92 B2 CD 90 0F BC C8 E1 F4 4D B2 E0 1C 32 37 4C 
           F7 05 1B CD E6 28 73 78 2B E4 6E 10 81 7E AE D6 DB C5 36 6A 
           14 D4 04 FA C8 EB 29 31 7F 86 A8 CB 2B 3C 98 5D A6 11 1E 8B 
           24 1E F8 60 35 F0 50 D5 3D 24 03 32 19 C8 AB 83 9F DF 97 1F 
           72 D4 9B E0 08 96 B4 45 49 18 2E B1 8E D8 BF E8 8E 31 B2 76 
           32 43 33 AB D0 17 47 6B 23 73 CA D1 FE 54 DA 9F B3 9E 11 47 
           98 30 34 32 12 89 E4 23 AB EC 43 07 5A 6B 2B EC 58 D0 F0 0A 
           00 4F AD 55 EB 49 44 51 4A E2 97 A3 10 14 FD 7D 75 5B BB 7D 
           9C 93 6D 4C 61 87 63 2A B7 11 92 54 F2 7F C4 64 C4 

Extension: 2.16.840.1.113730.1.1
Critical: 0
Data: 03 02 06 40 


Extension: Key Usage(2.5.29.15)
Critical: 1
Key Usage: Digital Signature, Non Repudiation, Key Encipherment


Extension: Subject Key Identifier(2.5.29.14)
Critical: 0
Subject Key Identifier: D5 A5 DF 86 2D 3C FB 02 06 43 55 E5 AB 62 9F 8D C1 84 4A EA 


Extension: Authority Key Identifier(2.5.29.35)
Critical: 0
Key Identifier: CA F5 58 5C D8 D7 CC 91 F1 7E BF 87 BF F7 D2 7E 35 2B 04 BC 


Extension: Extended Key Usage(2.5.29.37)
Critical: 0
Purpose#1: Web Server Authentication (1.3.6.1.5.5.7.3.1)


Fingerprints : 

SHA-256 Fingerprint: 58 17 A4 6D 59 4F D5 6E CC 30 4C 96 DF F9 C7 D3 47 BD 73 C6 
                     A8 FD 6E 29 D6 C9 DE 48 7F FC CF 77 
SHA-1 Fingerprint: 69 79 67 04 B8 04 92 EA F5 DE 07 5C 2E A1 91 33 D3 26 04 C1 
MD5 Fingerprint: 47 E1 C7 5A 14 4B 34 06 E7 36 5D E2 BE 89 3A 7B 


PEM certificate : 

-----BEGIN CERTIFICATE-----
MIIEBjCCAu6gAwIBAgICD74wDQYJKoZIhvcNAQELBQAwgZ0xHDAaBgNVBAoME05lc3N1cyBVc2VycyBVbml0ZWQxJzAlBgNVBAsMHk5lc3N1cyBDZXJ0aWZpY2F0aW9uIEF1dGhvcml0eTERMA8GA1UEBwwITmV3IFlvcmsxCzAJBgNVBAYTAlVTMQswCQYDVQQIDAJOWTEnMCUGA1UEAwweTmVzc3VzIENlcnRpZmljYXRpb24gQXV0aG9yaXR5MB4XDTI1MTAyOTA5MDA0N1oXDTI5MTAyODA5MDA0N1owcjEcMBoGA1UECgwTTmVzc3VzIFVzZXJzIFVuaXRlZDEWMBQGA1UECwwNTmVzc3VzIFNlcnZlcjERMA8GA1UEBwwITmV3IFlvcmsxCzAJBgNVBAYTAlVTMQswCQYDVQQIDAJOWTENMAsGA1UEAwwEMDA3QTCCASIwDQYJKoZIhvcNAQEBBQADggEPADCCAQoCggEBALV2+o7vBviReG+YQIoTIs50wUKYTixP+oHuNG8j+RQqWBHe1YWS3oJBcya+CfXnLSSmFymsOi4qizPLd+MZddNsBTHwCNr1ASUa5nP1MlXR+CbfeNvLnCu2G2pQT490f+tshvgFJzA3eKbAqRdF+I090iZ9lXP6xEmHprBGSzdQGlTGDvw3qJIV6jiRlSOcykfIBlMHX3pfPXZHQ4U9tPOqVinkK5xIE4ZSCQOBs4mI0NAntxi3vMQxUn61PPLOWaR3bItnvNaGxvDMI2ZzF54x4zyaQpCS1dNiYOm2Xfcp28YZ9hSdl9GWaR7m+8Da20b4olJ3etSAMpN23Ij4ZrUCAwEAAaN6MHgwEQYJYIZIAYb4QgEBBAQDAgZAMA4GA1UdDwEB/wQEAwIF4DAdBgNVHQ4EFgQU1aXfhi08+wIGQ1Xlq2KfjcGESuowHwYDVR0jBBgwFoAUyvVYXNjXzJHxfr+Hv/fSfjUrBLwwEwYDVR0lBAwwCgYIKwYBBQUHAwEwDQYJKoZIhvcNAQELBQADggEBAA7ZnjLYpLs0Fd9GinBG3uikF8dP+r/lZ0VEqxC14MNqDJiB9Cu8rRpLXiEhLC7+t0SN4ZcDEg7UqDIg9vuWzY8EffHaq94B0AW3HbZxfxXDdqoakrLNkA+8yOH0TbLgHDI3TPcFG83mKHN4K+RuEIF+rtbbxTZqFNQE+sjrKTF/hqjLKzyYXaYRHoskHvhgNfBQ1T0kAzIZyKuDn9+XH3LUm+AIlrRFSRgusY7Yv+iOMbJ2MkMzq9AXR2sjc8rR/lTan7OeEUeYMDQyEonkI6vsQwdaayvsWNDwCgBPrVXrSURRSuKXoxAU/X11W7t9nJNtTGGHYyq3EZJU8n/EZMQ=
-----END CERTIFICATE-----","None"
"11011","","","None","192.168.8.100","tcp","139","Microsoft Windows SMB Service Detection","A file / print sharing service is listening on the remote host.","The remote service understands the CIFS (Common Internet File System)
or Server Message Block (SMB) protocol, used to provide shared access
to files, printers, etc between nodes on a network.","n/a","","
An SMB server is running on this port.
","None"
"11011","","","None","192.168.8.100","tcp","445","Microsoft Windows SMB Service Detection","A file / print sharing service is listening on the remote host.","The remote service understands the CIFS (Common Internet File System)
or Server Message Block (SMB) protocol, used to provide shared access
to files, printers, etc between nodes on a network.","n/a","","
A CIFS server is running on this port.
","None"
"11153","","","None","192.168.8.100","tcp","2869","Service Detection (HELP Request)","The remote service could be identified.","It was possible to identify the remote service by its banner or by
looking at the error message it sends when it receives a 'HELP'
request.","n/a","","A web server seems to be running on this port.","None"
"11936","","","None","192.168.8.100","tcp","0","OS Identification","It is possible to guess the remote operating system.","Using a combination of remote probes (e.g., TCP/IP, SMB, HTTP, NTP,
SNMP, etc.), it is possible to guess the name of the remote operating
system in use. It is also possible sometimes to guess the version of
the operating system.","n/a","","
Remote operating system : Microsoft Windows
Confidence level : 70
Method : HTTP

 
The remote host is running Microsoft Windows","None"
"12053","","","None","192.168.8.100","tcp","0","Host Fully Qualified Domain Name (FQDN) Resolution","It was possible to resolve the name of the remote host.","Nessus was able to resolve the fully qualified domain name (FQDN) of
the remote host.","n/a","","
192.168.8.100 resolves as 007A.
","None"
"14272","","","None","192.168.8.100","tcp","80","Netstat Portscanner (SSH)","Remote open ports can be enumerated via SSH.","Nessus was able to run 'netstat' on the remote host to enumerate the
open ports. If 'netstat' is not available, the plugin will attempt to use 'ss'.

See the section 'plugins options' about configuring this plugin.

Note: This plugin runs on Windows using netstat.exe if the target is localhost (scanner scanning itself) or a Windows host authenticated via SSH with the ability to run netstat.exe.","n/a","https://en.wikipedia.org/wiki/Netstat","Port 80/tcp was found to be open","None"
"14272","","","None","192.168.8.100","tcp","135","Netstat Portscanner (SSH)","Remote open ports can be enumerated via SSH.","Nessus was able to run 'netstat' on the remote host to enumerate the
open ports. If 'netstat' is not available, the plugin will attempt to use 'ss'.

See the section 'plugins options' about configuring this plugin.

Note: This plugin runs on Windows using netstat.exe if the target is localhost (scanner scanning itself) or a Windows host authenticated via SSH with the ability to run netstat.exe.","n/a","https://en.wikipedia.org/wiki/Netstat","Port 135/tcp was found to be open","None"
"14272","","","None","192.168.8.100","tcp","139","Netstat Portscanner (SSH)","Remote open ports can be enumerated via SSH.","Nessus was able to run 'netstat' on the remote host to enumerate the
open ports. If 'netstat' is not available, the plugin will attempt to use 'ss'.

See the section 'plugins options' about configuring this plugin.

Note: This plugin runs on Windows using netstat.exe if the target is localhost (scanner scanning itself) or a Windows host authenticated via SSH with the ability to run netstat.exe.","n/a","https://en.wikipedia.org/wiki/Netstat","Port 139/tcp was found to be open","None"
"14272","","","None","192.168.8.100","tcp","445","Netstat Portscanner (SSH)","Remote open ports can be enumerated via SSH.","Nessus was able to run 'netstat' on the remote host to enumerate the
open ports. If 'netstat' is not available, the plugin will attempt to use 'ss'.

See the section 'plugins options' about configuring this plugin.

Note: This plugin runs on Windows using netstat.exe if the target is localhost (scanner scanning itself) or a Windows host authenticated via SSH with the ability to run netstat.exe.","n/a","https://en.wikipedia.org/wiki/Netstat","Port 445/tcp was found to be open","None"
"14272","","","None","192.168.8.100","tcp","902","Netstat Portscanner (SSH)","Remote open ports can be enumerated via SSH.","Nessus was able to run 'netstat' on the remote host to enumerate the
open ports. If 'netstat' is not available, the plugin will attempt to use 'ss'.

See the section 'plugins options' about configuring this plugin.

Note: This plugin runs on Windows using netstat.exe if the target is localhost (scanner scanning itself) or a Windows host authenticated via SSH with the ability to run netstat.exe.","n/a","https://en.wikipedia.org/wiki/Netstat","Port 902/tcp was found to be open","None"
"14272","","","None","192.168.8.100","tcp","912","Netstat Portscanner (SSH)","Remote open ports can be enumerated via SSH.","Nessus was able to run 'netstat' on the remote host to enumerate the
open ports. If 'netstat' is not available, the plugin will attempt to use 'ss'.

See the section 'plugins options' about configuring this plugin.

Note: This plugin runs on Windows using netstat.exe if the target is localhost (scanner scanning itself) or a Windows host authenticated via SSH with the ability to run netstat.exe.","n/a","https://en.wikipedia.org/wiki/Netstat","Port 912/tcp was found to be open","None"
"14272","","","None","192.168.8.100","tcp","2869","Netstat Portscanner (SSH)","Remote open ports can be enumerated via SSH.","Nessus was able to run 'netstat' on the remote host to enumerate the
open ports. If 'netstat' is not available, the plugin will attempt to use 'ss'.

See the section 'plugins options' about configuring this plugin.

Note: This plugin runs on Windows using netstat.exe if the target is localhost (scanner scanning itself) or a Windows host authenticated via SSH with the ability to run netstat.exe.","n/a","https://en.wikipedia.org/wiki/Netstat","Port 2869/tcp was found to be open","None"
"14272","","","None","192.168.8.100","tcp","5040","Netstat Portscanner (SSH)","Remote open ports can be enumerated via SSH.","Nessus was able to run 'netstat' on the remote host to enumerate the
open ports. If 'netstat' is not available, the plugin will attempt to use 'ss'.

See the section 'plugins options' about configuring this plugin.

Note: This plugin runs on Windows using netstat.exe if the target is localhost (scanner scanning itself) or a Windows host authenticated via SSH with the ability to run netstat.exe.","n/a","https://en.wikipedia.org/wiki/Netstat","Port 5040/tcp was found to be open","None"
"14272","","","None","192.168.8.100","tcp","8733","Netstat Portscanner (SSH)","Remote open ports can be enumerated via SSH.","Nessus was able to run 'netstat' on the remote host to enumerate the
open ports. If 'netstat' is not available, the plugin will attempt to use 'ss'.

See the section 'plugins options' about configuring this plugin.

Note: This plugin runs on Windows using netstat.exe if the target is localhost (scanner scanning itself) or a Windows host authenticated via SSH with the ability to run netstat.exe.","n/a","https://en.wikipedia.org/wiki/Netstat","Port 8733/tcp was found to be open","None"
"14272","","","None","192.168.8.100","tcp","8834","Netstat Portscanner (SSH)","Remote open ports can be enumerated via SSH.","Nessus was able to run 'netstat' on the remote host to enumerate the
open ports. If 'netstat' is not available, the plugin will attempt to use 'ss'.

See the section 'plugins options' about configuring this plugin.

Note: This plugin runs on Windows using netstat.exe if the target is localhost (scanner scanning itself) or a Windows host authenticated via SSH with the ability to run netstat.exe.","n/a","https://en.wikipedia.org/wiki/Netstat","Port 8834/tcp was found to be open","None"
"14272","","","None","192.168.8.100","tcp","9007","Netstat Portscanner (SSH)","Remote open ports can be enumerated via SSH.","Nessus was able to run 'netstat' on the remote host to enumerate the
open ports. If 'netstat' is not available, the plugin will attempt to use 'ss'.

See the section 'plugins options' about configuring this plugin.

Note: This plugin runs on Windows using netstat.exe if the target is localhost (scanner scanning itself) or a Windows host authenticated via SSH with the ability to run netstat.exe.","n/a","https://en.wikipedia.org/wiki/Netstat","Port 9007/tcp was found to be open","None"
"14272","","","None","192.168.8.100","tcp","49664","Netstat Portscanner (SSH)","Remote open ports can be enumerated via SSH.","Nessus was able to run 'netstat' on the remote host to enumerate the
open ports. If 'netstat' is not available, the plugin will attempt to use 'ss'.

See the section 'plugins options' about configuring this plugin.

Note: This plugin runs on Windows using netstat.exe if the target is localhost (scanner scanning itself) or a Windows host authenticated via SSH with the ability to run netstat.exe.","n/a","https://en.wikipedia.org/wiki/Netstat","Port 49664/tcp was found to be open","None"
"14272","","","None","192.168.8.100","tcp","49665","Netstat Portscanner (SSH)","Remote open ports can be enumerated via SSH.","Nessus was able to run 'netstat' on the remote host to enumerate the
open ports. If 'netstat' is not available, the plugin will attempt to use 'ss'.

See the section 'plugins options' about configuring this plugin.

Note: This plugin runs on Windows using netstat.exe if the target is localhost (scanner scanning itself) or a Windows host authenticated via SSH with the ability to run netstat.exe.","n/a","https://en.wikipedia.org/wiki/Netstat","Port 49665/tcp was found to be open","None"
"14272","","","None","192.168.8.100","tcp","49666","Netstat Portscanner (SSH)","Remote open ports can be enumerated via SSH.","Nessus was able to run 'netstat' on the remote host to enumerate the
open ports. If 'netstat' is not available, the plugin will attempt to use 'ss'.

See the section 'plugins options' about configuring this plugin.

Note: This plugin runs on Windows using netstat.exe if the target is localhost (scanner scanning itself) or a Windows host authenticated via SSH with the ability to run netstat.exe.","n/a","https://en.wikipedia.org/wiki/Netstat","Port 49666/tcp was found to be open","None"
"14272","","","None","192.168.8.100","tcp","49667","Netstat Portscanner (SSH)","Remote open ports can be enumerated via SSH.","Nessus was able to run 'netstat' on the remote host to enumerate the
open ports. If 'netstat' is not available, the plugin will attempt to use 'ss'.

See the section 'plugins options' about configuring this plugin.

Note: This plugin runs on Windows using netstat.exe if the target is localhost (scanner scanning itself) or a Windows host authenticated via SSH with the ability to run netstat.exe.","n/a","https://en.wikipedia.org/wiki/Netstat","Port 49667/tcp was found to be open","None"
"14272","","","None","192.168.8.100","tcp","49668","Netstat Portscanner (SSH)","Remote open ports can be enumerated via SSH.","Nessus was able to run 'netstat' on the remote host to enumerate the
open ports. If 'netstat' is not available, the plugin will attempt to use 'ss'.

See the section 'plugins options' about configuring this plugin.

Note: This plugin runs on Windows using netstat.exe if the target is localhost (scanner scanning itself) or a Windows host authenticated via SSH with the ability to run netstat.exe.","n/a","https://en.wikipedia.org/wiki/Netstat","Port 49668/tcp was found to be open","None"
"14272","","","None","192.168.8.100","tcp","49724","Netstat Portscanner (SSH)","Remote open ports can be enumerated via SSH.","Nessus was able to run 'netstat' on the remote host to enumerate the
open ports. If 'netstat' is not available, the plugin will attempt to use 'ss'.

See the section 'plugins options' about configuring this plugin.

Note: This plugin runs on Windows using netstat.exe if the target is localhost (scanner scanning itself) or a Windows host authenticated via SSH with the ability to run netstat.exe.","n/a","https://en.wikipedia.org/wiki/Netstat","Port 49724/tcp was found to be open","None"
"14272","","","None","192.168.8.100","udp","123","Netstat Portscanner (SSH)","Remote open ports can be enumerated via SSH.","Nessus was able to run 'netstat' on the remote host to enumerate the
open ports. If 'netstat' is not available, the plugin will attempt to use 'ss'.

See the section 'plugins options' about configuring this plugin.

Note: This plugin runs on Windows using netstat.exe if the target is localhost (scanner scanning itself) or a Windows host authenticated via SSH with the ability to run netstat.exe.","n/a","https://en.wikipedia.org/wiki/Netstat","Port 123/udp was found to be open","None"
"14272","","","None","192.168.8.100","udp","137","Netstat Portscanner (SSH)","Remote open ports can be enumerated via SSH.","Nessus was able to run 'netstat' on the remote host to enumerate the
open ports. If 'netstat' is not available, the plugin will attempt to use 'ss'.

See the section 'plugins options' about configuring this plugin.

Note: This plugin runs on Windows using netstat.exe if the target is localhost (scanner scanning itself) or a Windows host authenticated via SSH with the ability to run netstat.exe.","n/a","https://en.wikipedia.org/wiki/Netstat","Port 137/udp was found to be open","None"
